Combinations,Count
"('POORI', 'SPRITE MEDIUM')",1
"('IDLY', 'SPRITE MEDIUM')",1
"('EXTRA', 'PODI ONION DOSAI')",1
"('EGG OMLETTE', 'PODI ONION DOSAI')",1
"('BOOST', 'PODI ONION DOSAI')",1
"('BOOST', 'EGG OMLETTE')",1
"('1CHAPATHI', 'DOSA')",1
"('EGG FRIED NOODLES', 'WATER BOTTLE')",1
"('CHICKEN MANCHURIAN', 'EGG MASALA')",1
"('EGG PODIMAS', 'PANEER MANCHURIAN')",1
"('CHICKEN BRIYANI', 'GOBI MANCHURIAN')",1
"('BUTTER MILK', 'GOBI MANCHURIAN')",1
"('GOBI MANCHURIAN', 'SEZWAN VEG FRIED RICE')",1
"('EGG FRIED RICE', 'GOBI MANCHURIAN')",1
"('BONDA', 'WATER BOTTLE - 10')",1
"('BONDA', 'MASALA DOSAI')",1
"('BONDA', 'COKE MINI')",1
"('RASAM RICE', 'TEA')",1
"('COKE MINI', 'POORI - 1')",1
"('CHICKEN PODI MASS', 'LEMON RICE')",1
"('BOOST', 'RAVA DOSA')",1
"('ALOO CHAT', 'SAMOSA')",1
"('EGG FRIED RICE', 'SAMBAR RICE')",1
"('CHICKEN NOODLES', 'POMEGRANATE JUICE')",1
"('GOBI MANCHURIAN', 'MAAZA MINI')",1
"('EGG FRIED RICE', 'LEMON RICE')",1
"('MYSORE MASALA DOSA', 'POORI')",1
"('MAAZA MINI', 'MYSORE MASALA DOSA')",1
"('COLD COFFEE', 'POORI')",1
"('CHICKEN 65', 'TOMATO RICE')",1
"('MANGO ZAP', 'PANIYARAM')",1
"('DOSA', 'MANGO ZAP')",1
"('BAAJEE', 'MANGO ZAP')",1
"('BUTTER SCOTCH', 'SPRITE MINI')",1
"('CHICKEN BIRIYANI', 'SPRITE')",1
"('GOBI MANCHURIAN', 'MINI MEALS')",1
"('COLD BOOST', 'EGG PODIMAS')",1
"('OREO', 'WATER BOTTLE - 20')",1
"('ALOO PARATHA', 'COKE MINI')",1
"('EGG CHILLI PARATHA', 'TEA')",1
"('BUTTER MILK', 'MANGO ZAP')",1
"('EGG FRIED RICE', 'VADA')",1
"('BUTTER MILK', 'MILK')",1
"('MAAZA MINI', 'SPRITE')",1
"('COKE MINI', 'SPRITE')",1
"('MUSK MELON', 'SAMBAR VADA')",1
"('GHEE DOSA', 'MUSK MELON')",1
"('CHICKEN BIRIYANI', 'CURD VADA')",1
"('BONDA', 'BUTTER SCOTCH')",1
"('BHEL PURI', 'WATER BOTTLE - 10')",1
"('APPLE JUICE', 'EGG CHILLI PARATHA')",1
"('CURD VADA', 'PAPER DOSA')",1
"('ONION DOSAI', 'WATER BOTTLE - 20')",1
"('CHICKEN 65', 'SPRITE MINI')",1
"('GHEE DOSA', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('EGG OMLETTE', 'SPRITE MINI')",1
"('EGG OMLETTE', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('SEV PURI', 'VADA')",1
"('MILK', 'PANEER FRIED RICE')",1
"('CURD RICE', 'VEG NOODLES')",1
"('EGG KALAKKI', 'MOSAMBI')",1
"('MINI MEALS', 'PANIYARAM')",1
"('MASALA PURI', 'MINI MEALS')",1
"('BONDA', 'MINI MEALS')",1
"('APPLE JUICE', 'VENNILA CONE')",1
"('ONION UTHAPPAM', 'PINE APPIE JUICE')",1
"('DOSA', 'MINI MEALS')",1
"('HOT WATER', 'MAAZA MINI')",1
"('SEV PURI', 'WATER BOTTLE - 10')",1
"('BOOST', 'EGG MASALA')",1
"('VEG FRIED RICE', 'VENNILA CUP')",1
"('BOOST', 'ONION UTHAPPAM')",1
"('CHICKEN FRIED RICE', 'GHEE PODI DOSA')",1
"('CHICKEN PODI MASS', 'SEZWAN VEG FRIED RICE')",1
"('CHICKEN BRIYANI', 'SEZWAN VEG FRIED RICE')",1
"('EGG CHILLI PARATHA', 'PRAWN FRIED RICE')",1
"('BONDA', 'KALAKKI')",1
"('BONDA', 'EGG CHILLI PARATHA')",1
"('BONDA', 'CHICKEN CHILLI PARATHA')",1
"('VEG NOODLES', 'WATER BOTTLE - 20')",1
"('BISCUIT - 5', 'EGG FRIED NOODLES')",1
"('BISCUIT - 5', 'MEALS')",1
"('MASALA CHILI BAAJEE', 'VADA')",1
"('COLOURS - 25', 'VADA')",1
"('COLOURS - 25', 'PODI DOSA')",1
"('COLOURS - 25', 'IDLY')",1
"('ONION DOSAI', 'PINE APPIE JUICE')",1
"('COLD BOOST', 'PINE APPIE JUICE')",1
"('EGG MASALA', 'SEZWAN EGG FRIED RICE')",1
"('EGG FRIED NOODLES', 'SEZWAN EGG FRIED RICE')",1
"('EGG FRIED NOODLES', 'EGG MASALA')",1
"('EGG MASALA', 'ONION UTHAPPAM')",1
"('EGG MASALA', 'EGG PODIMAS')",1
"('EGG FRIED RICE', 'PODI ONION DOSAI')",1
"('IDLY', 'VEG BIRIYANI')",1
"('MAAZA', 'VEG BIRIYANI')",1
"('DAHI PURI', 'PRAWN FRIED RICE')",1
"('CHICKEN BRIYANI', 'PRAWN FRIED RICE')",1
"('CHICKEN BRIYANI', 'DAHI PURI')",1
"('CHICKEN 65', 'PRAWN FRIED RICE')",1
"('CHICKEN 65', 'CHICKEN BRIYANI')",1
"('CHICKEN BRIYANI', 'THAMSUP')",1
"('CHAPPATHI', 'VENNILA CONE')",1
"('CHILLI CHICKEN', 'COKE MEDIUM')",1
"('MASALA BONDA', 'MILK')",1
"('GHEE ONION PODI DOSA', 'TEA')",1
"('DOSA', 'GHEE ONION PODI DOSA')",1
"('SAMBAR VADA', 'SPRITE MINI')",1
"('POORI', 'SPRITE MINI')",1
"('MASALA CHILI BAAJEE', 'SAMOSA')",1
"('BHEL PURI', 'CHANNA SAMOSA')",1
"('SAMOSA', 'SEV PURI')",1
"('ALOO PARATHA', 'PONGAL')",1
"('ALOO PURI', 'WATER BOTTLE')",1
"('MASALA PURI', 'ONION DOSAI')",1
"('BHEL PURI', 'SPRITE MINI')",1
"('HOT WATER', 'SPRITE MINI')",1
"('BOURNVITA', 'PINE APPIE JUICE')",1
"('BAG', 'MAAZA')",1
"('MAAZA', 'SAMOSA')",1
"('ORANGE JUICE', 'TOMATO RICE')",1
"('KALAKKI', 'ORANGE JUICE')",1
"('ONION DOSAI', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('CHICKEN 65', 'PARATHA')",1
"('EGG BOILED', 'WATER BOTTLE - 10')",1
"('COKE MINI', 'EGG BOILED')",1
"('BISCUIT - 10', 'BOURNVITA')",1
"('CHAPATHI -1', 'CHICKEN 65')",1
"('BOURNVITA', 'GOBI FRIED RICE')",1
"('BONDA', 'PINE APPIE JUICE')",1
"('MEALS', 'PAROTTA')",1
"('HORLICKS', 'SAMBAR VADA')",1
"('CHAPATHI -1', 'ONION UTHAPPAM')",1
"('EGG PODIMAS', 'LEMON JUICE')",1
"('CHILLI PARTHA', 'LEMON JUICE')",1
"('CHICKEN BRIYANI', 'CHICKEN MASALA')",1
"('COLD BOURNVITA', 'EGG PODIMAS')",1
"('BONDA', 'SAMBAR RICE')",1
"('POMEGRANATE JUICE', 'SEZWAN VEG FRIED RICE')",1
"('CHICKEN MANCHURIAN', 'GHEE PODI DOSA')",1
"('CHICKEN NOODLES', 'GHEE PODI DOSA')",1
"('CHILLI CHICKEN', 'GHEE PODI DOSA')",1
"('EGG MASALA', 'MASALA DOSAI')",1
"('EGG BIRIYANI', 'POMEGRANATE JUICE')",1
"('CURD VADA', 'WHITE CHICKEN MASALA')",1
"('CURD VADA', 'KALAKKI')",1
"('CURD VADA', 'EGG BIRIYANI')",1
"('COKE MINI', 'EGG BIRIYANI')",1
"('APPLE JUICE', 'WATER BOTTLE - 10')",1
"('COLD BOOST', 'SAMBAR VADA')",1
"('COLD BOOST', 'IDLY')",1
"('COKE', 'SEV PURI')",1
"('COKE', 'LEMON JUICE')",1
"('BOOST', 'WATER MELON')",1
"('BISCUIT - 5', 'WATER BOTTLE')",1
"('COLOURS - 25', 'VENNILA CONE')",1
"('COLOURS - 25', 'PODI ONION DOSAI')",1
"('APPLE JUICE', 'PODI ONION DOSAI')",1
"('APPLE JUICE', 'COLOURS - 25')",1
"('APPLE JUICE', 'SAMBAR VADA')",1
"('EGG OMLETTE', 'LEMONJUICE')",1
"('EGG BIRIYANI', 'WHITE CHICKEN MASALA')",1
"('BAG', 'PAROTTA')",1
"('RASAM RICE', 'WATER BOTTLE - 20')",1
"('APPLE JUICE', 'GHEE PODI DOSA')",1
"('EGG PODIMAS', 'PINE APPIE JUICE')",1
"('BISCUIT - 10', 'VEG NOODLES')",1
"('GOBI MANCHURIAN', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('CHICKEN BIRIYANI', 'GOBI MANCHURIAN')",1
"('CHAPPATHI', 'SEZWAN CHICKEN FRIED NOODLES')",1
"('EGG MASALA', 'POMEGRANATE JUICE')",1
"('TOMATO RICE', 'VENNILA CUP')",1
"('MILK', 'PODI ONION DOSAI')",1
"('GHEE PODI DOSA', 'ONION UTHAPPAM')",1
"('GHEE PODI DOSA', 'WATER BOTTLE - 20')",1
"('GHEE ONION PODI DOSA', 'GHEE PODI DOSA')",1
"('ONION UTHAPPAM', 'SPRITE MINI')",1
"('HOT WATER', 'SAMBAR VADA')",1
"('CHAPATHI -1', 'SAMBAR VADA')",1
"('COLD COFFEE', 'VADA')",1
"('HORLICKS', 'PARATHA')",1
"('GOBI FRIED RICE', 'WATER BOTTLE - 20')",1
"('COKE MINI', 'PANEER FRIED RICE')",1
"('GHEE PODI DOSA', 'SPRITE MINI')",1
"('ONION UTHAPPAM', 'THAMSUP')",1
"('BHEL PURI', 'WATER BOTTLE - 20')",1
"('EGG MASALA', 'WATER BOTTLE')",1
"('EGG MASALA', 'LEMONJUICE')",1
"('EGG OMLETTE', 'GHEE PODI DOSA')",1
"('CHICKEN MANCHURIAN', 'MOSAMBI')",1
"('COLD COFFEE', 'HORLICKS')",1
"('PAPER DOSA', 'SAMBAR VADA')",1
"('BUTTER SCOTCH MINI', 'LEMON JUICE')",1
"('EGG CHILLI PARATHA', 'GOBI FRIED RICE')",1
"('COKE', 'MOSAMBI')",1
"('DOSA', 'PANEER PARATHA')",1
"('COKE', 'SEZWAN CHICKEN FRIED RICE')",1
"('PANEER FRIED RICE', 'PODI DOSA')",1
"('BISCUIT - 5', 'BONDA')",1
"('EGG KALAKKI', 'MASALA DOSAI')",1
"('BONDA', 'VEG NOODLES')",1
"('CHICKEN PODI MASS', 'VEG BIRIYANI')",1
"('DOSA', 'POORI - 1')",1
"('EGG FRIED NOODLES', 'UTHAAPPAM')",1
"('BUTTER SCOTCH MINI', 'ONION DOSAI')",1
"('MASALA DOSAI', 'VEG NOODLES')",1
"('MASALA DOSAI', 'SEZWAN CHICKEN FRIED RICE')",1
"('GOBI MANCHURIAN', 'KALAKKI')",1
"('GHEE PODI DOSA', 'SEZWAN CHICKEN FRIED RICE')",1
"('GHEE PODI DOSA', 'KALAKKI')",1
"('GHEE PODI DOSA', 'GOBI MANCHURIAN')",1
"('COLD COFFEE', 'PODI DOSA')",1
"('EGG MASALA', 'SPRITE MINI')",1
"('CHICKEN 65', 'SAMOSA')",1
"('CHICKEN MANCHURIAN', 'PODI ONION DOSAI')",1
"('EGG OMLETTE', 'HORLICKS')",1
"('BAG', 'GHEE DOSA')",1
"('DAHI PURI', 'SEZWAN CHICKEN FRIED RICE')",1
"('BONDA', 'DAHI PAPADI CHAT')",1
"('ALOO CHAT', 'EGG OMLETTE')",1
"('BISCUIT - 10', 'SEZWAN CHICKEN FRIED RICE')",1
"('BISCUIT - 10', 'CHICKEN 65')",1
"('BONDA', 'POORI - 1')",1
"('MYSORE MASALA DOSA', 'WATER BOTTLE - 20')",1
"('CHAPPATHI', 'PANEER MASALA DOSA')",1
"('CHILLI CHICKEN', 'PAROTTA')",1
"('CHICKEN CHILLI PARATHA', 'WATER BOTTLE - 20')",1
"('CHICKEN CHILLI PARATHA', 'PINE APPIE JUICE')",1
"('MASALA PURI', 'SAMOSA CHAT')",1
"('BUTTER SCOTCH', 'CHAPPATHI')",1
"('CHANNA SAMOSA', 'WATER BOTTLE - 20')",1
"('CHANNA SAMOSA', 'PINE APPIE JUICE')",1
